Bridge_structure_number,Stream_name,Location,Date,Side_of_bridge,Northing_iFT,Easting_iFT,Elevation_iFT,Distance_iFT
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968798.650,889670.170,3321.86,82.04
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968805.840,889670.880,3322.11,89.27
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968806.150,889670.910,3322.16,89.58
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968806.760,889670.970,3322.22,90.19
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968806.870,889670.980,3322.22,90.30
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968812.240,889671.520,3321.36,95.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968812.320,889671.520,3321.38,95.78
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968814.800,889671.770,3322.59,98.27
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968816.720,889671.960,3325.25,100.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968816.790,889671.970,3325.28,100.27
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968821.400,889672.430,3326.88,104.91
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968821.460,889672.430,3326.90,104.97
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968823.690,889672.650,3327.32,107.21
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968823.760,889672.660,3327.33,107.28
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968828.570,889673.140,3327.41,112.11
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968828.620,889673.140,3327.42,112.16
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968831.730,889673.450,3327.38,115.29
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968832.330,889673.510,3327.36,115.89
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968833.630,889673.640,3327.25,117.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968839.830,889674.260,3326.66,123.43
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968839.890,889674.260,3326.67,123.49
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968839.930,889674.270,3326.67,123.53
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968845.530,889674.820,3325.52,129.16
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968845.870,889674.860,3325.44,129.50
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968846.000,889674.870,3325.41,129.63
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968846.050,889674.870,3325.39,129.68
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968849.150,889675.180,3324.33,132.79
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968849.190,889675.190,3324.32,132.84
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968849.250,889675.190,3324.31,132.90
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968852.220,889675.490,3324.01,135.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968852.450,889675.510,3325.05,136.11
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968855.160,889675.780,3324.23,138.83
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968856.220,889675.880,3324.82,139.90
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968856.620,889675.920,3322.74,140.30
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968856.980,889675.960,3322.60,140.66
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.010,889675.960,3322.58,140.69
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.020,889675.960,3322.58,140.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.030,889675.960,3322.58,140.71
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.120,889675.970,3322.58,140.80
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.300,889675.990,3322.59,140.99
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.420,889676.000,3322.59,141.11
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.430,889676.000,3322.59,141.12
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.760,889676.040,3322.69,141.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.820,889676.040,3322.71,141.51
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968857.870,889676.050,3322.72,141.56
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968860.380,889676.300,3322.40,144.08
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968861.170,889676.380,3322.29,144.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968861.350,889676.390,3322.26,145.06
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968861.670,889676.420,3322.16,145.38
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968861.930,889676.450,3322.09,145.64
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968861.950,889676.450,3322.08,145.66
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968861.990,889676.460,3322.07,145.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968862.010,889676.460,3322.05,145.72
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968862.620,889676.520,3321.62,146.33
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968862.780,889676.540,3321.54,146.49
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968863.440,889676.600,3321.04,147.16
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968863.790,889676.640,3320.71,147.51
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968863.840,889676.640,3320.67,147.56
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968863.910,889676.650,3320.65,147.63
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968863.930,889676.650,3320.64,147.65
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968864.510,889676.710,3320.22,148.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968867.320,889676.990,3318.33,151.06
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968868.010,889677.050,3318.29,151.75
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968868.980,889677.150,3318.49,152.73
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968869.160,889677.170,3318.28,152.91
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968869.220,889677.170,3318.27,152.97
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968871.760,889677.430,3318.62,155.52
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968871.870,889677.440,3318.60,155.63
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968872.000,889677.450,3318.40,155.76
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968872.010,889677.450,3318.39,155.77
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968872.100,889677.460,3318.40,155.86
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968872.880,889677.540,3318.47,156.65
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968873.070,889677.560,3318.45,156.84
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968874.690,889677.720,3318.47,158.46
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968876.730,889677.920,3318.45,160.51
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968877.130,889677.960,3318.49,160.92
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968878.440,889678.090,3318.63,162.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968878.710,889678.120,3318.62,162.50
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968879.090,889678.150,3318.62,162.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968879.210,889678.170,3318.61,163.01
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968880.080,889678.250,3318.48,163.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968880.670,889678.310,3318.49,164.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968881.040,889678.350,3318.56,164.85
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968884.020,889678.640,3318.45,167.84
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968884.380,889678.680,3318.44,168.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968884.760,889678.720,3318.52,168.58
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968884.840,889678.730,3318.44,168.66
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968885.270,889678.770,3318.37,169.10
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968885.400,889678.780,3318.31,169.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968885.620,889678.800,3318.29,169.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968885.880,889678.830,3318.33,169.71
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968886.280,889678.870,3318.32,170.11
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968886.420,889678.880,3318.33,170.25
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968886.620,889678.900,3318.33,170.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968887.060,889678.950,3318.34,170.90
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968887.630,889679.000,3318.33,171.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968887.790,889679.020,3318.32,171.63
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968889.160,889679.160,3318.45,173.01
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968889.300,889679.170,3318.46,173.15
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968889.390,889679.180,3318.46,173.24
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968890.380,889679.280,3318.21,174.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968891.170,889679.360,3318.18,175.03
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968891.680,889679.410,3318.49,175.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968892.760,889679.510,3318.21,176.62
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968893.090,889679.550,3318.21,176.96
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968893.540,889679.590,3318.27,177.41
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968893.930,889679.630,3318.31,177.80
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968894.810,889679.720,3318.23,178.68
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968894.930,889679.730,3318.27,178.80
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968895.180,889679.750,3318.27,179.06
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968895.440,889679.780,3318.27,179.32
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968895.790,889679.810,3318.29,179.67
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968896.120,889679.850,3318.33,180.00
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968896.660,889679.900,3318.26,180.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968896.660,889679.900,3318.26,180.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968896.660,889679.900,3318.26,180.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968896.660,889679.900,3318.26,180.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968897.510,889679.980,3318.25,181.40
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968897.670,889680.000,3318.27,181.56
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968897.970,889680.030,3318.39,181.86
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968898.180,889680.050,3318.38,182.07
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968898.440,889680.080,3318.32,182.33
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968899.130,889680.150,3318.30,183.03
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968899.270,889680.160,3318.32,183.17
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968899.580,889680.190,3318.27,183.48
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968899.880,889680.220,3318.30,183.78
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968900.460,889680.280,3318.35,184.36
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968900.710,889680.300,3318.10,184.61
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968900.860,889680.320,3318.10,184.76
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968901.080,889680.340,3318.20,184.99
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968901.370,889680.370,3318.23,185.28
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968901.740,889680.400,3318.16,185.65
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968901.970,889680.430,3318.11,185.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968902.050,889680.440,3318.15,185.96
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968902.100,889680.440,3318.13,186.01
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968902.580,889680.490,3318.17,186.49
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968902.620,889680.490,3318.17,186.53
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968903.510,889680.580,3318.14,187.43
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968903.530,889680.580,3318.15,187.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968904.640,889680.690,3318.19,188.56
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968904.690,889680.700,3318.19,188.61
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968904.900,889680.720,3318.27,188.82
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968904.960,889680.730,3318.22,188.89
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.020,889680.730,3318.24,188.95
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.030,889680.730,3318.27,188.96
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.110,889680.740,3318.22,189.04
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.380,889680.770,3318.06,189.31
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.460,889680.770,3318.05,189.39
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.510,889680.780,3318.22,189.44
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.560,889680.780,3318.30,189.49
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",7/9/2021,Upstream,968905.620,889680.790,3318.31,189.55
