Bridge_structure_number,Stream_name,Location,Date,Side_of_bridge,Northing_iFT,Easting_iFT,Elevation_iFT,Distance_iFT
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968753.5100,889665.8900,3324.50,35.91
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968755.0700,889666.0300,3324.08,37.48
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968757.3800,889666.2600,3323.15,39.80
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968760.0600,889666.5100,3322.82,42.49
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968760.3900,889666.5500,3322.73,42.83
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968760.5500,889666.5600,3322.73,42.99
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968760.7600,889666.5800,3322.70,43.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968762.9300,889666.7900,3322.49,45.38
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968763.2500,889666.8200,3322.47,45.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968764.6400,889666.9500,3322.42,47.10
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968765.6700,889667.0500,3322.25,48.13
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968766.4900,889667.1300,3322.15,48.95
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968766.5300,889667.1400,3322.15,49.00
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968767.1900,889667.2000,3322.03,49.66
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968768.0000,889667.2800,3321.94,50.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968769.9100,889667.4600,3321.71,52.39
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968771.5700,889667.6200,3321.44,54.06
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968772.6000,889667.7200,3321.38,55.09
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968773.1300,889667.7700,3321.18,55.63
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968774.8900,889667.9400,3320.89,57.39
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968775.2200,889667.9700,3320.76,57.72
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968776.1100,889668.0600,3320.56,58.62
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968777.8100,889668.2200,3319.99,60.33
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968779.2400,889668.3600,3319.71,61.76
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968780.7800,889668.5000,3319.48,63.31
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968782.3600,889668.6500,3319.74,64.90
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968784.6100,889668.8700,3319.83,67.16
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968785.8500,889668.9900,3319.94,68.40
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968786.1300,889669.0200,3319.93,68.69
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968787.6800,889669.1700,3319.81,70.24
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968789.6300,889669.3500,3319.40,72.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968791.9700,889669.5800,3319.18,74.55
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968792.3600,889669.6100,3319.25,74.94
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968793.4500,889669.7200,3319.38,76.04
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968794.0900,889669.7800,3319.45,76.68
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968794.7000,889669.8400,3319.27,77.29
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968796.6400,889670.0300,3319.96,79.24
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968797.8000,889670.1400,3320.45,80.41
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968798.8600,889670.2400,3320.46,81.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968799.8400,889670.3300,3320.38,82.46
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968801.9000,889670.5300,3320.84,84.53
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968802.2900,889670.5700,3320.87,84.92
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968804.2700,889670.7600,3321.43,86.91
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968804.9700,889670.8300,3321.51,87.61
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968805.1000,889670.8400,3321.48,87.74
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968807.5100,889671.0700,3321.26,90.16
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968809.4100,889671.2500,3321.38,92.07
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968810.9300,889671.4000,3321.42,93.60
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968811.0900,889671.4100,3321.39,93.76
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968812.5100,889671.5500,3321.45,95.19
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968812.6100,889671.5600,3321.47,95.29
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968813.9100,889671.6800,3323.11,96.59
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968814.0000,889671.6900,3323.15,96.68
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968817.5100,889672.0300,3325.36,100.21
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968817.6000,889672.0400,3325.46,100.30
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968817.6400,889672.0400,3325.50,100.34
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968820.0400,889672.2700,3326.29,102.75
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968820.1100,889672.2800,3326.34,102.82
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968824.9600,889672.7400,3327.17,107.69
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968825.0200,889672.7500,3327.17,107.75
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968827.2300,889672.9600,3327.28,109.97
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968828.0000,889673.0400,3327.31,110.75
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968828.0200,889673.0400,3327.31,110.77
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968829.5600,889673.1900,3327.27,112.32
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968831.4600,889673.3700,3327.22,114.22
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968831.4700,889673.3700,3327.22,114.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968831.5000,889673.3700,3327.21,114.26
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968834.7600,889673.6900,3327.07,117.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968834.7800,889673.6900,3327.07,117.56
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968837.2000,889673.9200,3326.69,119.99
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968837.6600,889673.9600,3326.65,120.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968839.4200,889674.1300,3326.57,122.22
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968840.0800,889674.2000,3326.42,122.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968843.2800,889674.5000,3325.99,126.10
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968845.7100,889674.7400,3325.67,128.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968847.0400,889674.8600,3325.63,129.88
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968849.1600,889675.0700,3325.37,132.01
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968849.5700,889675.1100,3325.40,132.42
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968851.6400,889675.3100,3324.68,134.50
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968852.8400,889675.4200,3324.70,135.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968853.5600,889675.4900,3324.51,136.43
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968854.2700,889675.5600,3324.42,137.14
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968854.8700,889675.6200,3324.16,137.74
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968857.7700,889675.8900,3322.70,140.66
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968858.7100,889675.9800,3322.63,141.60
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968858.8800,889676.0000,3322.61,141.77
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968860.3300,889676.1400,3322.56,143.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968860.9900,889676.2000,3322.58,143.89
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968862.0000,889676.3000,3321.92,144.91
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968863.7000,889676.4600,3320.86,146.61
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968864.4000,889676.5300,3319.94,147.32
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968864.8700,889676.5800,3320.00,147.79
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968865.1600,889676.6000,3319.13,148.08
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968865.3200,889676.6200,3318.55,148.24
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968865.4400,889676.6300,3318.41,148.36
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968865.5100,889676.6400,3318.35,148.43
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968865.7400,889676.6600,3318.44,148.66
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968865.9800,889676.6800,3318.57,148.90
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968866.3400,889676.7200,3318.57,149.27
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968866.4100,889676.7200,3318.40,149.34
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968866.8600,889676.7700,3318.52,149.79
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968866.8700,889676.7700,3318.52,149.80
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968866.8900,889676.7700,3318.52,149.82
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968867.3800,889676.8200,3318.38,150.31
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968867.4900,889676.8300,3318.47,150.42
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968867.5200,889676.8300,3318.43,150.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968867.5400,889676.8300,3318.44,150.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968867.6400,889676.8400,3318.45,150.57
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968867.8200,889676.8600,3318.40,150.75
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968868.0700,889676.8800,3318.43,151.00
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968868.1000,889676.8900,3318.42,151.04
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968868.6700,889676.9400,3318.48,151.61
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968868.6800,889676.9400,3318.48,151.62
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968869.2400,889677.0000,3318.47,152.18
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968869.2600,889677.0000,3318.47,152.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968869.8300,889677.0500,3318.38,152.77
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968869.8800,889677.0600,3318.37,152.82
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968870.4400,889677.1100,3318.47,153.39
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968870.6700,889677.1300,3318.47,153.62
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968871.1800,889677.1800,3318.35,154.13
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968871.3900,889677.2000,3318.37,154.34
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968871.7800,889677.2400,3318.42,154.73
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968871.9500,889677.2600,3318.45,154.90
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968871.9800,889677.2600,3318.45,154.93
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968872.5100,889677.3100,3318.54,155.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968872.8700,889677.3400,3318.53,155.83
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968872.8900,889677.3500,3318.53,155.85
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968873.3900,889677.3900,3318.53,156.35
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968873.5400,889677.4100,3318.55,156.50
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968874.1800,889677.4700,3318.62,157.15
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968874.5700,889677.5100,3318.62,157.54
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968874.9600,889677.5500,3318.65,157.93
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968875.2700,889677.5700,3318.68,158.24
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968875.4900,889677.6000,3318.72,158.46
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968875.8400,889677.6300,3318.72,158.81
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968876.0900,889677.6500,3318.77,159.06
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968876.5500,889677.7000,3318.74,159.53
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968876.7200,889677.7100,3318.71,159.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968876.8400,889677.7300,3318.69,159.82
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968877.3000,889677.7700,3318.62,160.28
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968877.5700,889677.7900,3318.61,160.55
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968878.0900,889677.8400,3318.96,161.07
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968878.4100,889677.8800,3319.01,161.40
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968878.9200,889677.9200,3318.98,161.91
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968878.9300,889677.9300,3318.93,161.92
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968879.2100,889677.9500,3318.98,162.20
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968879.7400,889678.0000,3319.02,162.74
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968879.8600,889678.0200,3318.99,162.86
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968880.4800,889678.0700,3318.70,163.48
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968880.5900,889678.0900,3318.74,163.59
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968881.0900,889678.1300,3318.65,164.09
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968881.1700,889678.1400,3318.65,164.17
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968882.0000,889678.2200,3318.63,165.01
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968882.0900,889678.2300,3318.63,165.10
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968882.9200,889678.3100,3318.74,165.93
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968883.0700,889678.3200,3318.80,166.08
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968883.2200,889678.3400,3318.78,166.23
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968883.7900,889678.3900,3318.85,166.80
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968884.2000,889678.4300,3318.84,167.22
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968884.6800,889678.4800,3318.89,167.70
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968885.2200,889678.5300,3318.87,168.24
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968885.5000,889678.5600,3318.90,168.52
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968886.3200,889678.6400,3318.89,169.35
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968886.3900,889678.6400,3318.89,169.42
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968886.4400,889678.6500,3318.89,169.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968887.4400,889678.7400,3318.84,170.47
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968887.5900,889678.7600,3318.85,170.62
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968888.6800,889678.8600,3318.99,171.72
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968888.9500,889678.8900,3318.98,171.99
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968889.5600,889678.9500,3318.91,172.60
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968890.4000,889679.0300,3318.85,173.45
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968890.5000,889679.0400,3318.85,173.55
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968890.5200,889679.0400,3318.85,173.57
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968891.3800,889679.1200,3318.92,174.43
L32210 001+0.0801,Clark Fork," 4 miles southeast of Bonner/Turah, Montana",8/8/2018,Upstream,968891.4900,889679.1300,3318.93,174.54
